Id,TestData,len,datetime,open,high,low,close,volume,openinterest,label,prediction,RandomSentimentStrat,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
90,TestData,90,2020-03-31 23:59:59.999989,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,6438.64453125,32786468812.0,1.0,-1.0,RandomSentimentStrat,90,737515.9999999999,Broker,90,3387.553638833156,136528.37759854164,BuySell,90,,,Trades - Net Profit/Loss,90,,

91,TestData,91,2020-04-01 23:59:59.999989,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,6606.7763671875,40346426266.0,1.0,1.0,RandomSentimentStrat,91,737516.9999999999,Broker,91,3387.553638833156,140005.07382892532,BuySell,91,,,Trades - Net Profit/Loss,91,,

92,TestData,92,2020-04-02 23:59:59.999989,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,6793.62451171875,47660646124.0,1.0,1.0,RandomSentimentStrat,92,737517.9999999999,Broker,92,3387.553638833156,143868.7932496034,BuySell,92,,,Trades - Net Profit/Loss,92,,

93,TestData,93,2020-04-03 23:59:59.999989,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,6733.38720703125,38976504903.0,1.0,1.0,RandomSentimentStrat,93,737518.9999999999,Broker,93,3387.553638833156,142623.18257172228,BuySell,93,,,Trades - Net Profit/Loss,93,,

94,TestData,94,2020-04-04 23:59:59.999989,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,6867.52734375,33185988584.0,1.0,1.0,RandomSentimentStrat,94,737519.9999999999,Broker,94,3387.553638833156,145396.9850766006,BuySell,94,,,Trades - Net Profit/Loss,94,,

95,TestData,95,2020-04-05 23:59:59.999989,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,6791.12939453125,29510409856.0,1.0,1.0,RandomSentimentStrat,95,737520.9999999999,Broker,95,3387.553638833156,143817.1982350615,BuySell,95,,,Trades - Net Profit/Loss,95,,

96,TestData,96,2020-04-06 23:59:59.999989,6788.0498046875,7271.78125,6782.8896484375,7271.78125,7271.78125,46896904615.0,-1.0,1.0,RandomSentimentStrat,96,737521.9999999999,Broker,96,3387.553638833156,153756.30634458287,BuySell,96,,,Trades - Net Profit/Loss,96,,

97,TestData,97,2020-04-07 23:59:59.999989,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,7176.41455078125,44243482668.0,1.0,1.0,RandomSentimentStrat,97,737522.9999999999,Broker,97,3387.553638833156,151784.2762300648,BuySell,97,,,Trades - Net Profit/Loss,97,,

98,TestData,98,2020-04-08 23:59:59.999989,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,7334.0986328125,37563249549.0,1.0,1.0,RandomSentimentStrat,98,737523.9999999999,Broker,98,3387.553638833156,155044.92969603508,BuySell,98,,,Trades - Net Profit/Loss,98,,

99,TestData,99,2020-04-09 23:59:59.999989,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,7302.08935546875,34815139178.0,1.0,1.0,RandomSentimentStrat,99,737524.9999999999,Broker,99,3387.553638833156,154383.02926975477,BuySell,99,,,Trades - Net Profit/Loss,99,,

100,TestData,100,2020-04-10 23:59:59.999989,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,6865.4931640625,43622840992.0,1.0,1.0,RandomSentimentStrat,100,737525.9999999999,Broker,100,3387.553638833156,145354.92150897215,BuySell,100,,,Trades - Net Profit/Loss,100,,

101,TestData,101,2020-04-11 23:59:59.999989,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,6859.0830078125,31222085946.0,1.0,1.0,RandomSentimentStrat,101,737526.9999999999,Broker,101,3387.553638833156,145222.36977689667,BuySell,101,,,Trades - Net Profit/Loss,101,,

102,TestData,102,2020-04-12 23:59:59.999989,6858.06787109375,7119.947265625,6811.078125,6971.091796875,6971.091796875,35759567632.0,1.0,1.0,RandomSentimentStrat,102,737527.9999999999,Broker,102,3387.553638833156,147538.5315705988,BuySell,102,,,Trades - Net Profit/Loss,102,,

103,TestData,103,2020-04-13 23:59:59.999989,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,6845.03759765625,38619308647.0,1.0,1.0,RandomSentimentStrat,103,737528.9999999999,Broker,103,3387.553638833156,144931.9332615744,BuySell,103,,,Trades - Net Profit/Loss,103,,

104,TestData,104,2020-04-14 23:59:59.999989,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,6842.427734375,34110434052.0,1.0,1.0,RandomSentimentStrat,104,737529.9999999999,Broker,104,3387.553638833156,144877.9654821759,BuySell,104,,,Trades - Net Profit/Loss,104,,

105,TestData,105,2020-04-15 23:59:59.999989,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,6642.10986328125,32288311031.0,1.0,1.0,RandomSentimentStrat,105,737530.9999999999,Broker,105,3387.553638833156,140735.71375794554,BuySell,105,,,Trades - Net Profit/Loss,105,,

106,TestData,106,2020-04-16 23:59:59.999989,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,7116.80419921875,46783242377.0,1.0,-1.0,RandomSentimentStrat,106,737531.9999999999,Broker,106,3387.553638833156,150551.6299354854,BuySell,106,,,Trades - Net Profit/Loss,106,,

107,TestData,107,2020-04-18 23:59:59.999989,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,7257.6650390625,32447188386.0,1.0,1.0,RandomSentimentStrat,107,737533.9999999999,Broker,107,3387.553638833156,153464.40578285969,BuySell,107,,,Trades - Net Profit/Loss,107,,

108,TestData,108,2020-04-19 23:59:59.999989,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,7189.4248046875,31311210215.0,1.0,1.0,RandomSentimentStrat,108,737534.9999999999,Broker,108,3387.553638833156,152053.30737731885,BuySell,108,,,Trades - Net Profit/Loss,108,,

109,TestData,109,2020-04-20 23:59:59.999989,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,6881.95849609375,37747113936.0,1.0,1.0,RandomSentimentStrat,109,737535.9999999999,Broker,109,3387.553638833156,145695.39812058985,BuySell,109,,,Trades - Net Profit/Loss,109,,

110,TestData,110,2020-04-21 23:59:59.999989,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,6880.3232421875,32589741511.0,1.0,-1.0,RandomSentimentStrat,110,737536.9999999999,Broker,110,3387.553638833156,145661.58369716504,BuySell,110,,,Trades - Net Profit/Loss,110,,

111,TestData,111,2020-04-22 23:59:59.999989,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,7117.20751953125,33249153866.0,1.0,-1.0,RandomSentimentStrat,111,737537.9999999999,Broker,111,3387.553638833156,150559.96995153464,BuySell,111,,,Trades - Net Profit/Loss,111,,

112,TestData,112,2020-04-23 23:59:59.999989,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,7429.724609375,43500782316.0,1.0,1.0,RandomSentimentStrat,112,737538.9999999999,Broker,112,3387.553638833156,157022.32124944194,BuySell,112,,,Trades - Net Profit/Loss,112,,

113,TestData,113,2020-04-24 23:59:59.999989,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,7550.90087890625,34636526286.0,1.0,1.0,RandomSentimentStrat,113,737539.9999999999,Broker,113,3387.553638833156,159528.0518098806,BuySell,113,,,Trades - Net Profit/Loss,113,,

114,TestData,114,2020-04-25 23:59:59.999989,7550.48291015625,7641.36376953125,7521.67236328125,7569.93603515625,7569.93603515625,32941541447.0,1.0,1.0,RandomSentimentStrat,114,737540.9999999999,Broker,114,3387.553638833156,159921.6682574149,BuySell,114,,,Trades - Net Profit/Loss,114,,

115,TestData,115,2020-04-26 23:59:59.999989,7570.13916015625,7700.59423828125,7561.40771484375,7679.8671875,7679.8671875,33070154491.0,1.0,1.0,RandomSentimentStrat,115,737541.9999999999,Broker,115,3387.553638833156,162194.86786190458,BuySell,115,,,Trades - Net Profit/Loss,115,,

116,TestData,116,2020-04-27 23:59:59.999989,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,7795.60107421875,36162144725.0,1.0,1.0,RandomSentimentStrat,116,737542.9999999999,Broker,116,3387.553638833156,164588.05869003723,BuySell,116,,,Trades - Net Profit/Loss,116,,

117,TestData,117,2020-04-28 23:59:59.999989,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,7807.05859375,33187959921.0,1.0,1.0,RandomSentimentStrat,117,737543.9999999999,Broker,117,3387.553638833156,164824.9817851889,BuySell,117,,,Trades - Net Profit/Loss,117,,

118,TestData,118,2020-04-29 23:59:59.999989,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,8801.0380859375,60201052203.0,1.0,-1.0,RandomSentimentStrat,118,737544.9999999999,Broker,118,3387.553638833156,185378.88066042372,BuySell,118,,,Trades - Net Profit/Loss,118,,

119,TestData,119,2020-04-30 23:59:59.999989,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,8658.5537109375,66964629541.0,1.0,1.0,RandomSentimentStrat,119,737545.9999999999,Broker,119,3387.553638833156,182432.5327145462,BuySell,119,,,Trades - Net Profit/Loss,119,,

120,TestData,120,2020-05-01 23:59:59.999989,8672.7822265625,9048.0234375,8667.763671875,8864.7666015625,8864.7666015625,44068389997.0,1.0,1.0,RandomSentimentStrat,120,737546.9999999999,Broker,120,354892.3893979842,171583.25906564083,BuySell,120,,9183.743789062499,Trades - Net Profit/Loss,120,65116.29666005617,

121,TestData,121,2020-05-02 23:59:59.999989,8869.0576171875,9007.1875,8811.3662109375,8988.5966796875,8988.5966796875,40134388683.0,1.0,1.0,RandomSentimentStrat,121,737547.9999999999,Broker,121,167826.5705240527,167826.5705240527,BuySell,121,8679.195717773437,,Trades - Net Profit/Loss,121,,-11313.400994355992

122,TestData,122,2020-05-03 23:59:59.999989,8983.6142578125,9167.78125,8830.9716796875,8897.46875,8897.46875,47101785174.0,1.0,1.0,RandomSentimentStrat,122,737548.9999999999,Broker,122,323986.4994835395,166167.63922359992,BuySell,122,,9305.29796875,Trades - Net Profit/Loss,122,,

123,TestData,123,2020-05-04 23:59:59.999989,8895.7451171875,8956.90625,8645.0244140625,8912.654296875,8912.654296875,45718796276.0,1.0,1.0,RandomSentimentStrat,123,737549.9999999999,Broker,123,323986.4994835395,165898.28557172714,BuySell,123,,,Trades - Net Profit/Loss,123,,

124,TestData,124,2020-05-05 23:59:59.999989,8912.83203125,9062.4150390625,8856.8271484375,9003.0703125,9003.0703125,43148462663.0,1.0,1.0,RandomSentimentStrat,124,737550.9999999999,Broker,124,323986.4994835395,164294.5314101649,BuySell,124,,,Trades - Net Profit/Loss,124,,

125,TestData,125,2020-05-06 23:59:59.999989,9007.44140625,9411.4677734375,8966.7060546875,9268.76171875,9268.76171875,49371886931.0,-1.0,-1.0,RandomSentimentStrat,125,737551.9999999999,Broker,125,323986.4994835395,159581.8298437519,BuySell,125,,,Trades - Net Profit/Loss,125,,

126,TestData,126,2020-05-07 23:59:59.999989,9261.8955078125,9992.6640625,9138.322265625,9951.5185546875,9951.5185546875,61112700562.0,-1.0,1.0,RandomSentimentStrat,126,737552.9999999999,Broker,126,323986.4994835395,147471.42982887817,BuySell,126,,,Trades - Net Profit/Loss,126,,

127,TestData,127,2020-05-08 23:59:59.999989,9936.162109375,9996.7431640625,9767.1728515625,9842.666015625,9842.666015625,51780748042.0,-1.0,1.0,RandomSentimentStrat,127,737553.9999999999,Broker,127,323986.4994835395,149402.20184212568,BuySell,127,,,Trades - Net Profit/Loss,127,,

128,TestData,128,2020-05-09 23:59:59.999989,9840.90625,9913.86328125,9580.64453125,9593.896484375,9593.896484375,46566121841.0,-1.0,1.0,RandomSentimentStrat,128,737554.9999999999,Broker,128,323986.4994835395,153814.75163492764,BuySell,128,,,Trades - Net Profit/Loss,128,,

129,TestData,129,2020-05-10 23:59:59.999989,9591.1689453125,9595.5810546875,8395.107421875,8756.4306640625,8756.4306640625,63325279337.0,1.0,1.0,RandomSentimentStrat,129,737555.9999999999,Broker,129,323986.4994835395,168669.30240459167,BuySell,129,,,Trades - Net Profit/Loss,129,,

130,TestData,130,2020-05-11 23:59:59.999989,8755.53515625,9033.470703125,8374.3232421875,8601.7958984375,8601.7958984375,57119858802.0,1.0,-1.0,RandomSentimentStrat,130,737556.9999999999,Broker,130,323986.4994835395,171412.1367042345,BuySell,130,,,Trades - Net Profit/Loss,130,,

131,TestData,131,2020-05-12 23:59:59.999989,8610.3857421875,8949.8984375,8569.6435546875,8804.4775390625,8804.4775390625,42142717533.0,1.0,1.0,RandomSentimentStrat,131,737557.9999999999,Broker,131,323986.4994835395,167817.07091442184,BuySell,131,,,Trades - Net Profit/Loss,131,,

132,TestData,132,2020-05-13 23:59:59.999989,8805.3876953125,9317.87890625,8805.3876953125,9269.9873046875,9269.9873046875,45558144023.0,1.0,-1.0,RandomSentimentStrat,132,737558.9999999999,Broker,132,323986.4994835395,159560.0910120413,BuySell,132,,,Trades - Net Profit/Loss,132,,

133,TestData,133,2020-05-14 23:59:59.999989,9271.3291015625,9793.2685546875,9255.03515625,9733.7216796875,9733.7216796875,56426907637.0,-1.0,-1.0,RandomSentimentStrat,133,737559.9999999999,Broker,133,323986.4994835395,151334.6021025292,BuySell,133,,,Trades - Net Profit/Loss,133,,

134,TestData,134,2020-05-15 23:59:59.999989,9734.291015625,9755.828125,9261.3984375,9328.197265625,9328.197265625,48158802327.0,1.0,1.0,RandomSentimentStrat,134,737560.9999999999,Broker,134,323986.4994835395,158527.59177556666,BuySell,134,,,Trades - Net Profit/Loss,134,,

135,TestData,135,2020-05-16 23:59:59.999989,9333.240234375,9564.205078125,9260.6943359375,9377.013671875,9377.013671875,36164766408.0,1.0,1.0,RandomSentimentStrat,135,737561.9999999999,Broker,135,323986.4994835395,157661.71072413152,BuySell,135,,,Trades - Net Profit/Loss,135,,

136,TestData,136,2020-05-17 23:59:59.999989,9374.9296875,9823.001953125,9349.5458984375,9670.7392578125,9670.7392578125,40084250663.0,1.0,1.0,RandomSentimentStrat,136,737562.9999999999,Broker,136,154372.91891723653,154372.91891723653,BuySell,136,9209.302709960937,,Trades - Net Profit/Loss,136,,-13453.651606816202

137,TestData,137,2020-05-18 23:59:59.999989,9675.6953125,9906.0302734375,9570.359375,9726.5751953125,9726.5751953125,41827139896.0,-1.0,1.0,RandomSentimentStrat,137,737563.9999999999,Broker,137,4708.900046195211,152209.91064552555,BuySell,137,9426.803984375,,Trades - Net Profit/Loss,137,,

138,TestData,138,2020-05-19 23:59:59.999989,9727.0634765625,9836.0478515625,9539.6240234375,9729.0380859375,9729.0380859375,39254288955.0,-1.0,-1.0,RandomSentimentStrat,138,737564.9999999999,Broker,138,4708.900046195211,152247.25974825578,BuySell,138,,,Trades - Net Profit/Loss,138,,

139,TestData,139,2020-05-20 23:59:59.999989,9725.3291015625,9804.7939453125,9447.201171875,9522.9814453125,9522.9814453125,36546239703.0,1.0,-1.0,RandomSentimentStrat,139,737565.9999999999,Broker,139,4708.900046195211,149122.46380286093,BuySell,139,,,Trades - Net Profit/Loss,139,,

140,TestData,140,2020-05-21 23:59:59.999989,9522.740234375,9555.2421875,8869.9306640625,9081.76171875,9081.76171875,39326160532.0,1.0,1.0,RandomSentimentStrat,140,737566.9999999999,Broker,140,4708.900046195211,142431.48015676803,BuySell,140,,,Trades - Net Profit/Loss,140,,

141,TestData,141,2020-05-22 23:59:59.999989,9080.3349609375,9232.9365234375,9008.638671875,9182.5771484375,9182.5771484375,29810773699.0,1.0,-1.0,RandomSentimentStrat,141,737567.9999999999,Broker,141,4708.900046195211,143960.32021242075,BuySell,141,,,Trades - Net Profit/Loss,141,,

142,TestData,142,2020-05-23 23:59:59.999989,9185.0625,9302.501953125,9118.1083984375,9209.287109375,9209.287109375,27727866812.0,1.0,1.0,RandomSentimentStrat,142,737568.9999999999,Broker,142,4708.900046195211,144365.36989869148,BuySell,142,,,Trades - Net Profit/Loss,142,,

143,TestData,143,2020-05-24 23:59:59.999989,9212.283203125,9288.404296875,8787.2509765625,8790.3681640625,8790.3681640625,32518803300.0,1.0,1.0,RandomSentimentStrat,143,737569.9999999999,Broker,143,4708.900046195211,138012.57186320433,BuySell,143,,,Trades - Net Profit/Loss,143,,

144,TestData,144,2020-05-25 23:59:59.999989,8786.107421875,8951.005859375,8719.66796875,8906.9345703125,8906.9345703125,31288157264.0,1.0,1.0,RandomSentimentStrat,144,737570.9999999999,Broker,144,4708.900046195211,139780.2714263654,BuySell,144,,,Trades - Net Profit/Loss,144,,

145,TestData,145,2020-05-26 23:59:59.999989,8909.5859375,8991.9677734375,8757.2939453125,8835.052734375,8835.052734375,29584186947.0,1.0,1.0,RandomSentimentStrat,145,737571.9999999999,Broker,145,4708.900046195211,138690.201876538,BuySell,145,,,Trades - Net Profit/Loss,145,,

146,TestData,146,2020-05-27 23:59:59.999989,8837.380859375,9203.3203125,8834.1572265625,9181.017578125,9181.017578125,32740536902.0,1.0,1.0,RandomSentimentStrat,146,737572.9999999999,Broker,146,4708.900046195211,143936.66972984336,BuySell,146,,,Trades - Net Profit/Loss,146,,

147,TestData,147,2020-05-28 23:59:59.999989,9184.9453125,9546.3193359375,9148.45703125,9525.7509765625,9525.7509765625,34367073114.0,-1.0,1.0,RandomSentimentStrat,147,737573.9999999999,Broker,147,4708.900046195211,149164.4630317836,BuySell,147,,,Trades - Net Profit/Loss,147,,

148,TestData,148,2020-05-29 23:59:59.999989,9528.35546875,9573.6669921875,9379.3388671875,9439.1240234375,9439.1240234375,32896642044.0,1.0,1.0,RandomSentimentStrat,148,737574.9999999999,Broker,148,4708.900046195211,147850.78757310458,BuySell,148,,,Trades - Net Profit/Loss,148,,

149,TestData,149,2020-05-30 23:59:59.999989,9438.9140625,9704.0302734375,9366.7294921875,9700.4140625,9700.4140625,32722975141.0,-1.0,1.0,RandomSentimentStrat,149,737575.9999999999,Broker,149,4708.900046195211,151813.18379658012,BuySell,149,,,Trades - Net Profit/Loss,149,,

150,TestData,150,2020-05-31 23:59:59.999989,9700.10546875,9700.34375,9432.296875,9461.05859375,9461.05859375,27773290299.0,-1.0,1.0,RandomSentimentStrat,150,737576.9999999999,Broker,150,4708.900046195211,148183.4196890538,BuySell,150,,,Trades - Net Profit/Loss,150,,

151,TestData,151,2020-06-01 23:59:59.999989,9463.60546875,10199.5654296875,9450.8994140625,10167.2685546875,10167.2685546875,35198901068.0,-1.0,1.0,RandomSentimentStrat,151,737577.9999999999,Broker,151,145351.77954628464,145351.77954628464,BuySell,151,,10352.558911132812,Trades - Net Profit/Loss,151,,-9021.139370951885

152,TestData,152,2020-06-02 23:59:59.999989,10162.9736328125,10182.3408203125,9460.5712890625,9529.8037109375,9529.8037109375,39137252109.0,-1.0,1.0,RandomSentimentStrat,152,737578.9999999999,Broker,152,4565.402170821233,133992.02492873863,BuySell,152,9318.662719726562,,Trades - Net Profit/Loss,152,,

153,TestData,153,2020-06-03 23:59:59.999989,9533.7607421875,9682.859375,9471.8466796875,9656.7177734375,9656.7177734375,25007459262.0,-1.0,-1.0,RandomSentimentStrat,153,737579.9999999999,Broker,153,4565.402170821233,135715.67622189273,BuySell,153,,,Trades - Net Profit/Loss,153,,

154,TestData,154,2020-06-04 23:59:59.999989,9655.8544921875,9887.6103515625,9525.2470703125,9800.63671875,9800.63671875,25921805072.0,-1.0,-1.0,RandomSentimentStrat,154,737580.9999999999,Broker,154,4565.402170821233,137670.27503711282,BuySell,154,,,Trades - Net Profit/Loss,154,,

155,TestData,155,2020-06-05 23:59:59.999989,9800.2158203125,9869.2373046875,9663.216796875,9665.533203125,9665.533203125,23509628646.0,-1.0,1.0,RandomSentimentStrat,155,737581.9999999999,Broker,155,4565.402170821233,135835.40075423577,BuySell,155,,,Trades - Net Profit/Loss,155,,

156,TestData,156,2020-06-06 23:59:59.999989,9664.904296875,9773.431640625,9591.0244140625,9653.6796875,9653.6796875,20438419222.0,-1.0,1.0,RandomSentimentStrat,156,737582.9999999999,Broker,156,4565.402170821233,135674.41522487055,BuySell,156,,,Trades - Net Profit/Loss,156,,

157,TestData,157,2020-06-07 23:59:59.999989,9653.0029296875,9768.498046875,9458.150390625,9758.8525390625,9758.8525390625,25015250846.0,-1.0,1.0,RandomSentimentStrat,157,737583.9999999999,Broker,157,4565.402170821233,137102.79375148503,BuySell,157,,,Trades - Net Profit/Loss,157,,

158,TestData,158,2020-06-08 23:59:59.999989,9760.0634765625,9782.306640625,9675.8857421875,9771.4892578125,9771.4892578125,21486346312.0,-1.0,-1.0,RandomSentimentStrat,158,737584.9999999999,Broker,158,4565.402170821233,137274.4161563282,BuySell,158,,,Trades - Net Profit/Loss,158,,

159,TestData,159,2020-06-09 23:59:59.999989,9774.3603515625,9836.369140625,9664.7197265625,9795.7001953125,9795.7001953125,23717842783.0,-1.0,1.0,RandomSentimentStrat,159,737585.9999999999,Broker,159,4565.402170821233,137603.23089055315,BuySell,159,,,Trades - Net Profit/Loss,159,,

160,TestData,160,2020-06-10 23:59:59.999989,9794.119140625,9908.896484375,9728.291015625,9870.0947265625,9870.0947265625,25706567601.0,-1.0,1.0,RandomSentimentStrat,160,737586.9999999999,Broker,160,4565.402170821233,138613.60143158486,BuySell,160,,,Trades - Net Profit/Loss,160,,

161,TestData,161,2020-06-11 23:59:59.999989,9870.078125,9938.2978515625,9263.0693359375,9321.78125,9321.78125,30247143440.0,-1.0,-1.0,RandomSentimentStrat,161,737587.9999999999,Broker,161,4565.402170821233,131166.82040264428,BuySell,161,,,Trades - Net Profit/Loss,161,,

162,TestData,162,2020-06-12 23:59:59.999989,9320.6904296875,9540.4658203125,9285.8515625,9480.84375,9480.84375,22610564515.0,-1.0,1.0,RandomSentimentStrat,162,737588.9999999999,Broker,162,4565.402170821233,133327.08758199902,BuySell,162,,,Trades - Net Profit/Loss,162,,

163,TestData,163,2020-06-13 23:59:59.999989,9480.7353515625,9493.2119140625,9396.009765625,9475.27734375,9475.27734375,17564322315.0,-1.0,1.0,RandomSentimentStrat,163,737589.9999999999,Broker,163,4565.402170821233,133251.4888410712,BuySell,163,,,Trades - Net Profit/Loss,163,,

164,TestData,164,2020-06-14 23:59:59.999989,9477.5537109375,9482.2705078125,9347.59375,9386.7880859375,9386.7880859375,18991732746.0,-1.0,1.0,RandomSentimentStrat,164,737590.9999999999,Broker,164,4565.402170821233,132049.69433024808,BuySell,164,,,Trades - Net Profit/Loss,164,,

165,TestData,165,2020-06-15 23:59:59.999989,9386.03515625,9504.8603515625,8990.17578125,9450.7021484375,9450.7021484375,26699704768.0,-1.0,1.0,RandomSentimentStrat,165,737591.9999999999,Broker,165,4565.402170821233,132917.7270313434,BuySell,165,,,Trades - Net Profit/Loss,165,,

166,TestData,166,2020-06-16 23:59:59.999989,9454.2666015625,9579.4306640625,9400.4453125,9538.0244140625,9538.0244140625,21565537209.0,-1.0,1.0,RandomSentimentStrat,166,737592.9999999999,Broker,166,130398.12205979943,130398.12205979943,BuySell,166,,9723.122124023437,Trades - Net Profit/Loss,166,,-14953.65748648522

167,TestData,167,2020-06-17 23:59:59.999989,9533.7841796875,9540.4228515625,9327.33984375,9480.2548828125,9480.2548828125,20177709879.0,-1.0,1.0,RandomSentimentStrat,167,737593.9999999999,Broker,167,251744.80369342628,128616.88844431475,BuySell,167,,9683.529194335937,Trades - Net Profit/Loss,167,,

168,TestData,168,2020-06-18 23:59:59.999989,9481.5673828125,9482.7822265625,9328.3955078125,9411.8408203125,9411.8408203125,17770083003.0,-1.0,-1.0,RandomSentimentStrat,168,737594.9999999999,Broker,168,251744.80369342628,129505.43848790265,BuySell,168,,,Trades - Net Profit/Loss,168,,

169,TestData,169,2020-06-19 23:59:59.999989,9410.2939453125,9440.8759765625,9274.2958984375,9288.0185546875,9288.0185546875,19632223107.0,-1.0,1.0,RandomSentimentStrat,169,737595.9999999999,Broker,169,251744.80369342628,131113.62071678645,BuySell,169,,,Trades - Net Profit/Loss,169,,

170,TestData,170,2020-06-20 23:59:59.999989,9290.9599609375,9394.9716796875,9247.3798828125,9332.3408203125,9332.3408203125,17130541557.0,-1.0,1.0,RandomSentimentStrat,170,737596.9999999999,Broker,170,251744.80369342628,130537.9707756211,BuySell,170,,,Trades - Net Profit/Loss,170,,

171,TestData,171,2020-06-21 23:59:59.999989,9330.9267578125,9401.107421875,9300.4306640625,9303.6298828125,9303.6298828125,15324301169.0,1.0,1.0,RandomSentimentStrat,171,737597.9999999999,Broker,171,251744.80369342628,130910.8634797647,BuySell,171,,,Trades - Net Profit/Loss,171,,

172,TestData,172,2020-06-22 23:59:59.999989,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,9648.7177734375,21104009514.0,-1.0,-1.0,RandomSentimentStrat,172,737598.9999999999,Broker,172,251744.80369342628,126428.9214776142,BuySell,172,,,Trades - Net Profit/Loss,172,,

173,TestData,173,2020-06-23 23:59:59.999989,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,9629.658203125,17006433272.0,-1.0,1.0,RandomSentimentStrat,173,737599.9999999999,Broker,173,251744.80369342628,126676.46388940912,BuySell,173,,,Trades - Net Profit/Loss,173,,

174,TestData,174,2020-06-24 23:59:59.999989,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,9313.6103515625,18961716076.0,-1.0,-1.0,RandomSentimentStrat,174,737600.9999999999,Broker,174,251744.80369342628,130781.2388730862,BuySell,174,,,Trades - Net Profit/Loss,174,,

175,TestData,175,2020-06-25 23:59:59.999989,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,9264.8134765625,18616048626.0,1.0,-1.0,RandomSentimentStrat,175,737601.9999999999,Broker,175,251744.80369342628,131415.0042690266,BuySell,175,,,Trades - Net Profit/Loss,175,,

176,TestData,176,2020-06-26 23:59:59.999989,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,9162.91796875,18341465837.0,1.0,-1.0,RandomSentimentStrat,176,737602.9999999999,Broker,176,251744.80369342628,132738.40554940235,BuySell,176,,,Trades - Net Profit/Loss,176,,

177,TestData,177,2020-06-27 23:59:59.999989,9167.82421875,9207.810546875,8998.216796875,9045.390625,9045.390625,17273093144.0,1.0,-1.0,RandomSentimentStrat,177,737603.9999999999,Broker,177,251744.80369342628,134264.83041873144,BuySell,177,,,Trades - Net Profit/Loss,177,,

178,TestData,178,2020-06-28 23:59:59.999989,9048.4609375,9197.546875,8975.525390625,9143.58203125,9143.58203125,14560870760.0,1.0,1.0,RandomSentimentStrat,178,737604.9999999999,Broker,178,251744.80369342628,132989.53737056028,BuySell,178,,,Trades - Net Profit/Loss,178,,

179,TestData,179,2020-06-29 23:59:59.999989,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,9190.8544921875,16460547078.0,1.0,-1.0,RandomSentimentStrat,179,737605.9999999999,Broker,179,251744.80369342628,132375.57080153038,BuySell,179,,,Trades - Net Profit/Loss,179,,

180,TestData,180,2020-06-30 23:59:59.999989,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,9137.9931640625,15735797744.0,1.0,-1.0,RandomSentimentStrat,180,737606.9999999999,Broker,180,251744.80369342628,133062.1246136152,BuySell,180,,,Trades - Net Profit/Loss,180,,

181,TestData,181,2020-07-01 23:59:59.999989,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,9228.3251953125,15971550355.0,-1.0,-1.0,RandomSentimentStrat,181,737607.9999999999,Broker,181,9420.384019011273,129276.27994009049,BuySell,181,8968.164321289063,,Trades - Net Profit/Loss,181,184.47179641938328,

